"id","name"
253,"Anthony Gilmore"
254,"Rai Bahadur K. Ranga Achariyar"
255,"Edgar Jepson"
256,"William Morris"
257,"George Worley"
258,"Clara E. Laughlin"
259,"H. Irving Hancock"
260,"Marah Ellis Ryan"
261,"Mrs. A. D. T. Whitney"
262,"Ernest R. Groves"
263,"Franz Hoffmann"
264,"William Andrews"
265,"Carrie V. Shuman"
266,"George Manville Fenn"
267,"Joseph Alexander Altsheler"
268,"Winston Churchill"
269,"James Francis Cooke"
270,"Annie Besant"
271,"R. Cohen"
272,"Edward R. Pease"
273,"Blake Savage"
274,"Charles Pye"
275,"Frank L. Packard"
276,"Isabel F. Hapgood"
277,"Clara Engelen"
278,"Fr�d�rique Sophie Wilhelmine"
279,"James Grant"
280,"Charles Norris Williamson and Alice Muriel Williamson"
281,"Alexander Darroch"
282,"Samuel Pepys"
283,"Jean Lang"
284,"William J. Locke"
285,"James Francis Dwyer"
286,"Lord Byron"
287,"Ernest Raymond"
288,"William Shakespeare, 1564-1616"
289,"Edward Robins"
290,"Ian Hamilton"
291,"John Victor Peterson"
292,"Sydney Smith"
293,"Arachne"
294,"Honor� de Balzac, Philar�te Chasles et Charles Rabou"
295,"Fran�ois-Victor �quilbecq"
296,"Harry Collingwood"
297,"Arthur Schnitzler"
298,"Anna Katherine Green"
299,"Ada Langworthy Collier"
300,"Edward L. Bernays, Samuel Hoffenstein, Walter J. Kingsley, Murdock Pemberton"
301,"‘Abdu’l-Bahá"
302,"Walter Horatio Pater"
303,"Henry Van Dyke"
304,"Swami Abhedananda"
305,"David Dudley Field"
306,"Thomas Dixon"
307,"Henry Harris Jessup"
308,"John Hill"
309,"Basil King"
310,"Erskine Childers"
311,"Work Projects Administration"
312,"Charles Le Goffic"
313,"Wayne Whipple"
314,"Ethel Sybil Turner"
315,"Henry Brooke"
316,"Bah�'u'll�h"
317,"Harold Begbie"
318,"William DeWitt Hyde"
319,"Samuel Merwin, et al."
320,"Sophie May"
321,"Huan Ma"
322,"Mrs. Harriet A. Adams"
323,"Maurice Francis Egan"
324,"Emanuel Swedenborg"
325,"Robert Shaler"
326,"Bertha F. Herrick"
327,"Oliver Optic"
328,"Anne Elizabeth Caldwell (MacClanahan) Grenfell and Katie Spalding"
329,"John Henry Worst"
330,"Benjamin Constant"
331,"Auguste Debay"
332,"Rui de Pina"
333,"Susan Coolidge"
334,"Antonio Colmenero de Ledesma"
335,"Jane Andrews"
336,"Edgar Rice Burroughs"
337,"Giambattista Della Porta"
338,"Fedor Mikhailovitch Dosto�evski"
339,"Virgil"
340,"Edith Ferguson Black"
341,"Arnold Bennett"
342,"Irvin S. Cobb"
343,"P. G. Wodehouse"
344,"F�'iz El-Ghusein"
345,"Booth Tarkington"
346,"Alcinous Burton Jamison"
347,"Mrs. Humphry Ward"
348,"J. A. Mitchell"
349,"George Sand"
350,"John Jones"
351,"Giovanni Boccaccio"
352,"Johannes Linnankoski"
353,"Alice Campbell"
354,"Lewis H. Morgan"
355,"Margaret Widdemer"
356,"Clemens Brentano"
357,"Sarah Grand"
358,"Carl Holliday"
359,"Jean-Francois Regnard, translated by Frank J. Morlock"
360,"Charles Barbara"
361,"Arthur Conan Doyle"
362,"Chester Sanford"
363,"H. G. (Herbert George) Wells"
364,"Tao Qian"
365,"Crist�v�o Ayres"
366,"Josiah Allen's Wife (Marietta Holley)"
367,"Madame La Marquise De Montespan"
368,"Lawrence L. Lynch"
369,"Andre Norton"
370,"L. Muhlbach"
371,"Hezekiah Butterworth"
372,"Dante Alighieri"
373,"G. W. Ogden"
374,"Jacob William Wright"
375,"James Harrison Wilson"
376,"H. R. Roelfsema"
377,"Charles Reade"
378,"Arsene Houssaye"
379,"Cy Warman"
380,"Will Lillibridge"
381,"Mary King Waddington"
382,"Wallace West"
383,"Cordwainer Smith"
384,"Edward S. Ellis"
385,"Mack Reynolds (AKA Dallas McCord Reynolds)"
386,"Shie Liou"
387,"George Gillespie"
388,"John Lord"
389,"Don Marquis"
390,"Marie-Catherine d'Aulnoy"
391,"Cyrus Thomas"
392,"Herbert Brayley Collett"
393,"John Lothrop Motley"
394,"Karel H.E. de Jong"
395,"Jack London"
396,"Zhi Tui Yan"
397,"George Washington Cable"
398,"Fergus Hume"
399,"Thomas Carlyle"
400,"Frank Banta"
401,"F. F. Rockwell"
402,"Walter W. Greg"
403,"Gladys Rice"
404,"Beatrice Clay"
405,"Johan Huizinga"
406,"Alexandre Dumas, Pere"
407,"Abraham Lincoln"
408,"Anna Chapin Ray"
409,"Leopold von Sacher-Masoch"
410,"Joseph Sheridan Le Fanu"
411,"Thomas H. Huxley"
412,"R. G."
413,"United States War Department"
414,"J. L. B."
415,"Thornton W. Burgess"
416,"John Mastin"
417,"Mrs George de Horne Vaizey"
418,"William Crooke"
419,"Arthur de Marsy"
420,"Inazo Nitob�"
421,"Paul Ernst"
422,"P. Pedro Lozano"
423,"Andrew A. Bonar"
424,"Marie Bashkirtseff"
425,"Anon."
426,"Archibald B. C. Alexander"
427,"Winfried Honig"
428,"Eric Moore Ritchie"
429,"Wassily Kandinsky"
430,"Philippe de  Mornay"
431,"Edmond de Goncourt"
432,"Pio Baroja"
433,"Romain Rolland"
434,"Holland Thompson"
435,"Gertrude Weld Arnold"
436,"William Shakespeare"
437,"Leon Trotzky"
438,"Alfred Roe"
439,"William Dean Howells"
440,"Sergej Aleksandrovich Rachinskij"
441,"Thomas Lodge and Giles Fletcher"
442,"Bayard Taylor"
443,"George Ohnet"
444,"Charlotte Mary Yonge"
445,"Lord Lytton"
446,"Howard R. Garis"
447,"Shi Zhen Wang"
448,"Sir Walter Scott"
449,"Eliza Orzeszko"
450,"George John Romanes"
451,"Honore de Balzac"
452,"B. M. Bower"
453,"Abraham Tomlinson"
454,"Elizabeth Robins"
455,"A. H. U. Colquhoun"
456,"Eliza Orzeszko (AKA Orzeszkowa)"
457,"John Caius"
458,"Charles Morris"
459,"Edgar Allan Poe"
460,"Robert Kerr"
461,"Richard Harris"
462,"Frederic DeWitt Wells"
463,"Florence Morse Kingsley"
464,"Ethel M. Dell"
465,"Elias Avery Lowe and Edward Kennard Rand"
466,"Margaret Murray Robertson"
467,"Claudius Ferrand"
468,"W.H.G. Kingston"
469,"Edna Lyall"
470,"H. Rider Haggard"
471,"Fannie  Hurst"
472,"Shinran Shonin"
473,"Sarah C. Hallowell"
474,"Thornton Hall"
475,"Alexis de Tocqueville"
476,"DeLancey M. Ellis"
477,"Charles G. D. Roberts"
478,"Archibald Forbes"
479,"Theodore Dreiser"
480,"Alice Duer Miller"
481,"George W. (George Washington) Ogden"
482,"Arnold Joseph Toynbee"
483,"Marcos d'a Portela (AKA Valent�n Lamas Carvajal)"
484,"Mortimer Menpes"
485,"Alfred Henry Lewis"
486,"Maiju Lassila"
487,"Goswin Uphues"
488,"Ferna Vale"
489,"Francis Fisher Browne"
490,"Ovid"
491,"J. C. Meem"
492,"Alfhild Agrell"
493,"Delmer Eugene Croft"
494,"Alexander Maclaren"
495,"G. F. R. Henderson"
496,"Emily Sarah Holt"
497,"F. Hopkinson Smith"
498,"by William Henry Knight"
499,"Eduard Bernstein"
500,"Frank  Swinnerton"
501,"Guy Wetmore Carryl"
502,"Charles Eliot"
503,"James Oliver Curwood"
504,"Anatole France"
505,"John Kendall (AKA Dum-Dum)"
506,"Emily Lawless"
507,"John Milton"
508,"James L. Caw"
509,"F.V.N. Painter"
510,"Thomas Houston"
511,"Gilbert Chesterton"
512,"Hugh Walpole"
513,"Ruth McEnery Stuart"
514,"Peregrin Obdr��lek"
515,"Richard F. Burton"
516,"Ridgwell Cullum"
517,"Arthur Symons"
518,"Juhani Aho"
519,"F. C. Burnand"
520,"Victor Cherbuliez"
521,"Louis John Stellman"
522,"John Masefield"
523,"E. T. Seton"
524,"Delly"
525,"Voltaire"
526,"Algernon Blackwood"
527,"Lydia Maria Child"
528,"Perceval Gibbon"
529,"Marietta Holley"
530,"Thomas Henry Huxley"
531,"H. R. Haggard"
532,"John H. Young"
533,"Wilhelm Meinhold"
534,"Winifred Graham"
535,"Thomas Love Peacock"
536,"Greg Fee"
537,"Harry S. Truman"
538,"Anna Katharine Green (Mrs. Charles Rohlfs)"
539,"Ye Jhao"
540,"Don H. Berkebile"
541,"Louis Tracy"
542,"W. H. H. Murray"
543,"Elliott O'Donnell"
544,"Mary Godolphin"
545,"Edward Carpenter"
546,"Florence L. Barclay"
547,"Antoine Vincent Arnault"
548,"Ren� Boylesve"
549,"Guy Boothby"
550,"George Rawlinson"
551,"Rex Beach"
552,"Hall Caine"
553,"Theodor Storm"
554,"Woodrow Wilson"
555,"John Gower"
556,"J.S.C. Abbott"
557,"Helen Keller"
558,"Salvatore Di Giacomo"
559,"Johanna Spyri"
560,"Forbes Robinson"
561,"Austin Craig"
562,"James Baldwin"
563,"Lillie DeHegermann-Lindencrone"
564,"Lou Tabakow"
565,"Ellis Parker Butler"
566,"John Torrey Morse, Jr."
567,"D. D. Ogilvie"
568,"Rupert Hughes"
569,"Agnes Sapper"
570,"Edward Marshall and Charles T. Dazey"
571,"Edward Eggleston"
572,"N.H. Egleston"
573,"G. Lytton Strachey"
574,"Teixeira Bastos"
575,"Jean L�vesque de Burigny"
576,"E. Phillips Oppenheim"
577,"Andrew Carnegie"
578,"Dornford Yates"
579,"William T. Stead"
580,"Ch. Maumen�"
581,"Christian Keferstein"
582,"Desiderius Erasmus"
583,"George MacDonald"
584,"Mary Roberts Rinehart"
585,"T. H. Howard"
586,"W. Bion Adkins"
587,"Booker T. Washington, et al."
588,"Jean Baptiste Racine"
589,"Louise Manly"
590,"Nicola Francesco Haym"
591,"Aletta H. Jacobs"
592,"Hippolyte A. Taine"
593,"Gotthold Ephraim Lessing"
594,"Washington Matthews"
595,"George Bernard Shaw"
596,"Louis Duval"
597,"Chris K.F. Molbech"
598,"Minna Canth"
599,"Jacob Abbott"
600,"John Amos Comenius"
601,"John Henry Cardinal Newman"
602,"Peter Hume Brown"
603,"Edited by Joseph Dunn and P.J. Lennox"
604,"Louis  Maigron"
605,"Marcus Tullius Cicero"
606,"John Burroughs"
607,"Isabel Thompson"
608,"William Wallace Tooker"
609,"Paul Ehrlich"
610,"Vera C. Barclay"
611,"George D. Wolf"
612,"J. F. Loubat"
613,"Meredith Nicholson"
614,"George Forrest Browne"
615,"C. S. Ward"
616,"Arnauld d'Abbadie"
617,"Pansy"
618,"John Bailey"
619,"Adolphe Thiers"
620,"Henry A. Shute"
621,"Johann Wolfgang von Goethe"
622,"Gaston Leroux"
623,"Barack Hussein Obama"
624,"Nathaniel Hawthorne"
625,"Hermann Heiberg"
626,"Alberto Mario"
627,"George O. Smith"
628,"Arthur Scott Bailey"
629,"Frances Trego Montgomery"
630,"A.W. Nieuwenhuis"
631,"United States"
632,"Gaston Lavalley"
633,"Lewis Theobald"
634,"Charles Kent"
635,"William H. Holmes"
636,"G. E. Mitton"
637,"Marie Conway Oemler"
638,"Luigi Capuana"
639,"Mark Rutherford"
640,"Richard Newton"
641,"Mowbray Morris"
642,"Charles W. Whistler"
643,"Robert Schumann"
644,"Jacob Bigelow"
645,"John Richardson"
646,"James H. Schmitz"
647,"Ann S. Stephens"
648,"A. Piron"
649,"Alpheus Spring  Packard"
650,"E. Pauline Johnson"
651,"W.W. Jacobs"
652,"Thomas Jefferson"
653,"David Masson"
654,"Charles Kingsley"
655,"William Gerken"
656,"Amanda Millie Douglas"
657,"W. E. B. Du Bois"
658,"May Sinclair"
659,"Max Rittenberg"
660,"Amy Le Feuvre"
661,"O. Henry"
662,"Leigh Hunt"
663,"Annie Fellows Johnston"
664,"Robert  Haven  Schauffler"
665,"Matti Kurikka"
666,"Francis Buckley"
667,"Mark Twain"
668,"Charles Egbert Craddock (AKA Mary Noailles Murfree)"
669,"James Pringle Thomson"
670,"Archibald Lampman"
671,"Juan Valera"
672,"Huber Gray Buehler"
673,"Luther Benson"
674,"Edward A. Johnson"
675,"Richard Bitmead"
676,"Marie Quinton"
677,"Susan Warner"
678,"Francois de Salignac de La Mothe- Fenelon"
679,"Charles Seymour"
680,"Elizabeth Charles"
681,"Denis Diderot"
682,"Horace Brown Fyfe"
683,"George Barr McCutcheon"
684,"Anton Pavlovich Chekhov"
685,"Arthur B. Reeve and John W. Grey"
686,"John Jay Smith and John F. Watson"
687,"Sophie Fox Sea"
688,"Ralph Waldo Emerson"
689,"Ant�nio Duarte Gomes Leal"
690,"Laura Lee Hope"
691,"Edmund Burke"
692,"William Wordsworth"
693,"Blackwood Ketcham Benson"
694,"�liphas L�vi"
695,"Rev. P. C. Headley"
696,"Lucy Fitch Perkins"
697,"Roland Pertwee"
698,"Charles Dickens"
699,"Fran�ois Pierre Guillaume Guizot"
700,"Demetrios or Demetrius Bikelas or Vikelas"
701,"Francois Coppee"
702,"A Lady"
703,"Pierre Lou�s"
704,"Thomas Babington Macaulay"
705,"David Widger"
706,"William Le Queux"
707,"Effie M. Williams"
708,"Kate Douglas Wiggin"
709,"Fan Chengda"
710,"Don C. Seitz"
711,"Alfred Hopkinson"
712,"Roald Amundsen"
713,"Jose Rizal"
714,"Owen Wister"
715,"Heinrich Steinhausen"
716,"Allen Kim Lang"
717,"Grace Aguilar"
718,"Bernard Glueck"
719,"G. K. Chesterton"
720,"George Ade"
721,"Azel Ames"
722,"Thomas Nelson Page"
723,"Annie Trumbull Slosson"
724,"Richard Hakluyt"
725,"Sherwood Anderson"
726,"John Lang and Jean Lang"
727,"Rosa Praed"
728,"Alberto Augusto de Almeida Pimentel"
729,"Shoghi Effendi"
730,"Shi Zheng Zhang"
731,"Georg Manville Fenn"
732,"Katherine Lee Bates (ed.)"
733,"Marie L. Shedlock"
734,"Theodolinda Hahnsson"
735,"Matilda Betham"
736,"Henry C. Lahee"
737,"Harold Bell Wright"
738,"Anoymous"
739,""
740,"Barrett Willoughby"
741,"William Pittenger"
742,"John A. Widtsoe"
743,"Mariano Azuela"
744,"Mary Owens  Crowther"
745,"Eleanor Hallowell Abbott"
746,"Maria Furuhjelm"
747,"Henry Hart Milman"
748,"Walter Crane"
749,"Hector France"
750,"Moli�re [Jean-Baptiste Poquelin]"
751,"George Herbert Betts"
752,"William Butler Yeats"
753,"Frederick Upham Adams"
754,"Friedrich-Ludwig von Waldburg-Truchsess"
755,"Iginio Ugo Tarchetti"
756,"Jane Abbott"
757,"Eugène Demolder"
758,"Oliver Spafford"
759,"Joseph A. Altsheler"
760,"George Gordon Byron"
761,"Paul Heyse"
762,"Willa Sibert Cather"
763,"Wyn Roosevelt"
764,"H. N. Hudson"
765,"Jonathan Swift"
766,"E. P. Roe"
767,"Joseph Tinker"
768,"W. W. Jacobs"
769,"Guy de Maupassant"
770,"James Cox"
771,"Martin Swayne"
772,"B. H. Chamberlain"
773,"J. O. Wilson and General Assembly Library (New Zealand)"
774,"Amy Steedman"
775,"James Harrison"
776,"Zane Grey"
777,"Rudyard Kipling"
778,"Emile Joseph Dillon"
779,"John MacGregor"
780,"Johann Wolfgang Goethe"
781,"Frank Williams"
782,"Francesco Saverio Nitti"
783,"�mile Gaboriau"
784,"Charlotte Ouisconsin Van Cleve"
785,"James Branch Cabell"
786,"Burton E. Stevenson"
787,"Gavrila Romanovich Derzhavin"
788,"Horace Edwin Hayden"
789,"Harry Thurston Peck"
790,"�mile Zola"
791,"Edith Wharton"
792,"Dallas McCord Reynolds"
793,"Frederika Runeberg"
794,"Upton Sinclair"
795,"Harriet S. Caswell"
796,"Robert F. Murray"
797,"William John Wills"
798,"Madeline Leslie"
799,"E.D.E.N. Southworth"
800,"W. C. Morrow"
801,"John Berryman"
802,"Sami Hamarneh"
803,"Theodor Mommsen"
804,"Maurice Hewlett"
805,"Burbank L. Todd"
806,"Sophia May (Rebecca Sophia Clarke)"
807,"Henry C. Watson"
808,"Richard A. Proctor"
809,"John Dury"
810,"Margaret Deland"
811,"Riviere Dufresny, translated by Frank J. Morlock"
812,"HUTTON WEBSTER"
813,"F. Omelka"
814,"Oscar Wilde"
815,"Cassius Dio"
816,"Nicholas Udall"
817,"J. F. A. McNair"
818,"Enrique Perez Escrich"
819,"John Milton Mackie"
820,"Carl Van Doren"
821,"Katharine E. Wilkie"
822,"Henry Sydnor Harrison"
823,"Alexandre Dumas"
824,"Nicolo Machiavelli"
825,"John Evelyn"
826,"Gustav Falke"
827,"Joseph Conrad"
828,"A. Maude Royden"
829,"Kuno Fischer"
830,"Ludovic Halevy"
831,"Pindar"
832,"Christopher Marlowe"
833,"William Ernest Henley"
834,"Edward Bulwer Lytton"
835,"Karl Rosenkranz"
836,"Walter G. Ivens"
837,"Frank A. Munsey"
838,"Camillo Castello Branco"
839,"H. L. Russell"
840,"T. D. Hamm"
841,"Margaret, Queen Of Navarre"
842,"Shearjashub Spooner"
843,"Lord Byron, Edited by Rowland E. Prothero"
844,"Heinrich von Kleist"
845,"Clutha N. Mackenzie"
846,"United States. Central Intelligence Agency"
847,"Margaret O. (Wilson) Oliphant"
848,"Hugo Grotius"
849,"Heinrich Hoffmann"
850,"John Breckenridge Ellis"
851,"Aesop"
852,"Mme de Kr�dener"
853,"Mrs. J. H. Riddell"
854,"J. W. Langeler and L. A. C. M. Doorman"
855,"Alice Meynell"
856,"Ella Wheeler Wilcox"
857,"Grace Livingston Hill"
858,"Lady Barker"
859,"Heikki Meril�inen"
860,"Waldemar Bonsels"
861,"Thomas Malthus"
862,"Hugh Quigley"
863,"David Collins"
864,"J.E. Esslemont"
865,"Will Levington Comfort"
866,"L. J. Stecher"
867,"Amelia Edith Huddleston Barr"
868,"Lucie Duff Gordon"
869,"H. C. Witwer"
870,"Ernest Bramah"
871,"Horatio Alger"
872,"Reginald Wyon"
873,"American Tract Society"
874,"Harold MacGrath"
875,"John Wood Campbell"
876,"Virginia Woolf"
877,"Antoine Quartier"
878,"J. Castell Hopkins"
879,"George du Maurier"
880,"William Wood"
881,"Enrico Ferri"
882,"Herbert Quick"
883,"Murray Leinster"
884,"Mrs. Everard Cotes (AKA Sara Jeannette Duncan)"
885,"M. G. Lewis"
886,"Joel R. Moore"
887,"Henry Ford"
888,"Havelock Ellis"
889,"Miguel de Cervantes Saavedra"
890,"Robert Seymour"
891,"Alfred Emil Ingman"
892,"Basil Hall"
893,"G. Harvey Ralphson"
894,"Anna Harriette Leonowens"
895,"Arthur Christopher Benson"
896,"Hilda T. Skae"
897,"C. J. Ellicott"
898,"Ferdinando Petruccelli della Gattina"
899,"Charlotte Elizabeth"
900,"John Jewel"
901,"Jovan Zujovic"
902,"John Galt"
903,"Warren H. Wilson"
904,"Charles Baudelaire"
905,"Zhong Guan"
906,"John Collins Warren"
907,"Robert Hichens"
908,"Edith Nesbit"
909,"Hom�re"
910,"Commune de Amiens/Nancy"
911,"Camille Lemonnier"
912,"Bill Nye"
913,"The Earl of Chesterfield"
914,"Lucien Biart"
915,"Francis Parkman"
916,"W.D. [William Dool] Killen"
917,"Moses Coit Tyler"
918,"Horatio Nelson"
919,"Wayland Fuller Dunaway"
920,"Ferenc Don�szy"
921,"Charles Butler"
922,"Frederic Remington"
923,"Ingimundur Sveinsson"
924,"August Strindberg"
925,"Mrs. Wilfrid Ward"
926,"P. L. Upham"
927,"Mary W. Shelley"
928,"Ambrose Bierce"
929,"John Marshall"
930,"D. Torbett"
931,"Bertrand W. Sinclair"
932,"Katharine Tynan"
933,"Anthony Trollope"
934,"John Habberton"
935,"Mitzi Perdue"
936,"Frederic Mistral"
937,"William James"
938,"James Anthony Froude, Edward A. Freeman, William Ewart Gladstone, John Henry Newman and Leslie Stephen"
939,"David Morton"
940,"James De Mille"
941,"Julian Hawthorne"
942,"J. Allan Dunn"
943,"A. Mildred Cable"
944,"Fa-Hien"
945,"Elizabeth Gaskell"
946,"J. Fenimore Cooper"
947,"Frederick S. Dellenbaugh"
948,"William Carleton"
949,"Lester del Rey"
950,"W. S. Harris"
951,"Gorges Edmond Howard"
952,"G. A. Morris"
953,"Rudolf Steiner"
954,"Laura Jean Libbey"
955,"Edna Ferber"
956,"Alfred Thayer Mahan"
957,"Arvid J�rnefelt"
958,"A.H. Laidlaw"
959,"Roger McGuinn"
960,"Arthur Stringer"
961,"William Tuson"
962,"James D. Richardson"
963,"Philip Kindred Dick"
964,"Mme de La Fayette"
965,"James Bryce"
966,"Joel Barlow"
967,"William D. Howells"
968,"Walter Scott"
969,"Zun Si Peng"
970,"Dr. Martin Luther"
971,"Yuan Hu Yan Shui San Ren"
972,"Paul Adam"
973,"E. Gallienne-Robin"
974,"V. A. Koskenniemi"
975,"Maurice Sand"
976,"Byron"
977,"YUE Jun"
978,"Ivan Vazov"
979,"Mrs. Thomson"
