"id","name"
2576,"Laurence Mark Janifer (AKA Larry M. Harris)"
2577,"Edgar A. Guest"
2578,"James Anthony Froude"
2579,"Charles Foster Kent"
2580,"Leigh Richmond"
2581,"Addie Chisholm"
2582,"George P. Goff"
2583,"J.M. Snoek"
2584,"Charles Darwin"
2585,"Publius Ovidius Naso"
2586,"Edward J. M. D. Plunkett, Lord Dunsany"
2587,"Thomson Willing"
2588,"T. L. Pennell"
2589,"Am�d�e Victor Guillemin (AKA Amadeo Guillemin)"
2590,"J. V. N. Talmage"
2591,"Henry R. Plomer"
2592,"Edmond Privat"
2593,"Ernest Scott"
2594,"J. Hartley Manners"
2595,"Sir Arthur Thomas Quiller-Couch"
2596,"Emile Blanche"
2597,"Éline Roch"
2598,"H. J. L. J. Mass�"
2599,"""Pheleg Van Trusedale"""
2600,"Olive M. Briggs"
2601,"Jacques Futrelle"
2602,"Mary Newton Stanard"
2603,"Charles E. Flandrau"
2604,"Mary MacGregor"
2605,"Count Philip de Segur"
2606,"Isaak Walton"
2607,"Harriet L. Smith"
2608,"Andrew Woods Williamson"
2609,"Horatio Winslow"
2610,"Henry Taprell Dorling"
2611,"Boethius"
2612,"Lida Brown McMurry"
2613,"Elbert  Hubbard"
2614,"Susanna Watts"
2615,"Ross Beeckman"
2616,"James Whitcomb Riley"
2617,"Florence Holbrook"
2618,"Hanns Heinz Ewers"
2619,"C. A. Rose"
2620,"Harriet Elizabeth (Beecher) Stowe"
2621,"Stewart White"
2622,"Arthur Helps"
2623,"H. B. Marriott Watson"
2624,"Neera"
2625,"W.E. Aytoun"
2626,"Charles Edmonds Walk"
2627,"Herman Hesse"
2628,"Paul Rosenfeld"
2629,"James C. Welsh"
2630,"Grimm Brothers"
2631,"Emerson Bennett"
2632,"Irvin Shrewsbury Cobb"
2633,"Kate Drumgoold"
2634,"Hammurabi, King of Babylon"
2635,"Albert Benson"
2636,"Giovanni Marsili"
2637,"Daniel Defoe"
2638,"Sir John Lubbock"
2639,"Percy J. Brebner"
2640,"Walter Lippmann"
2641,"Vicente Barbosa"
2642,"Edward F. Adams"
2643,"L. Lamprey"
2644,"Charles Upham"
2645,"Mary Agnes Byrne"
2646,"Robert Ames Bennet"
2647,"G. Stanley Hall"
2648,"Pierre-Ren�-Marie-Henri de La Blanch�re"
2649,"Reinhold Pauli"
2650,"John Alexander Logan"
2651,"Henry Beam Piper and John Joseph McGuire"
2652,"Sidney Watson"
2653,"Gordon Stables"
2654,"Manfred von Richthofen"
2655,"Ernest Dowson and Arthur Moore"
2656,"Huguette Bertrand"
2657,"William Butler (W.B.) Yeats"
2658,"Donald A. Mackenzie"
2659,"Joseph Furphy"
2660,"Francesco Domenico Guerrazzi"
2661,"NASA"
2662,"Isaac Taylor Headland"
2663,"E.H. Aitken, (AKA Edward Hamilton)"
2664,"Ji Wang"
2665,"Ethel M. Mairet"
2666,"Philip Verrill Mighels"
2667,"Mrs. O. F. Walton"
2668,"Lt-Col. Pinkney"
2669,"Lennox Amott"
2670,"John Jenkins"
2671,"Mrs. Catharine A. Warfield"
2672,"Manuel Romero de Terreros, Marqu,s de San Francisco"
2673,"Amelia E. Barr"
2674,"W. B. Maxwell"
2675,"Stanley Gimble"
2676,"Carl Lotus Becker"
2677,"Hermann Hesse"
2678,"Mungo Park"
2679,"Egerton Ryerson Young"
2680,"Frederick Douglass"
2681,"James Root Hulbert"
2682,"Lacy Collison-Morley"
2683,"Victor G. Durham"
2684,"Dougan Clark"
2685,"Cornelius Beringer and John Jacob Beringer"
2686,"Marceline Desbordes-Valmore"
2687,"R.V. Russell"
2688,"Samuel P. Orth"
2689,"John R. Musick"
2690,"Elizabeth Cady Stanton"
2691,"Nathan Kelsey Hall"
2692,"Mary E. Wilkins"
2693,"Charles R. Erdman"
2694,"Clarence Squareman"
2695,"Alphonse de Lamartine"
2696,"William Diller Matthew"
2697,"Theodor Fontane"
2698,"Aleksander Pushkin"
2699,"Margaret Pedler"
2700,"Faculté de Theologie de Paris"
2701,"Robert Bell"
2702,"Alphonse Allais"
2703,"Gustaf Henrik Mellin"
2704,"Geneve L.A. Shaffer"
2705,"Robert Grant"
2706,"Hugh Dalton"
2707,"Elbert Hubbard"
2708,"J. A. Giles"
2709,"Gabriel Sagard"
2710,"Jose Campo-Arana"
2711,"Samuli Suomalainen"
2712,"George Du Maurier"
2713,"Charlotte M. Braeme"
2714,"Charles Lamb"
2715,"Sidonia Hedwig Zaeunemann"
2716,"Skookum Chuck (pseud for R.D. Cumming)"
2717,"Catherine E. Beecher and Harriet Beecher Stowe"
2718,"Lyon Des Roys"
2719,"Raymond F. Jones"
2720,"Robert Means Lawrence"
2721,"Natalie Sumner Lincoln"
2722,"Allen Chapman"
2723,"John Michael Sharkey"
2724,"Gabriele D'Annunzio"
2725,"Paul De La Gironiere"
2726,"E. V.  Lucas"
2727,"Harry Leon Wilson"
2728,"Ferdinand Heinrich Grautoff"
2729,"Irving W. Lande"
2730,"William J. Long"
2731,"Battiscombe G. Gunn"
2732,"William Allan Nielson"
2733,"Caroline Lockhart"
2734,"Andrew F. Crosse"
2735,"Elizabeth Cooper"
2736,"Percy Fitzgerald"
2737,"John R. Lynch"
2738,"Hans Holbein"
2739,"M. C. Burritt"
2740,"David Drummond Bone"
2741,"L. T. Meade"
2742,"Charlotte Maria Tucker"
2743,"William Holmes McGuffey"
2744,"Augusta J. Evans"
2745,"Filson Young"
2746,"Patrick A. Wright-Henderson"
2747,"R. A. Porati"
2748,"Bertrand Russell"
2749,"Henry Irving"
2750,"Thomas Chatterton"
2751,"George E. Waring"
2752,"Thomas Stanley Treanor"
2753,"Hugh Henry Brackenridge"
2754,"Henry Wadsworth Longfellow"
2755,"Opie Percival Read"
2756,"Ben Jonson"
2757,"Edited By Henry Nelson Coleridge"
2758,"Isaac Landman"
2759,"John A. Bensel"
2760,"Geo. H. Carpenter"
2761,"William Hope Hodgson"
2762,"William Hawley Smith"
2763,"Vicente Blasco Ibanez"
2764,"Lindsay, Anna Robertson Brown"
2765,"Alexander Whyte"
2766,"François Arouet Voltaire"
2767,"Ernest Aris"
2768,"Margaret Warner Morley"
2769,"John George Bourinot"
2770,"Robert Sheckley"
2771,"Wayne Whipple and S. F. Aaron"
2772,"Gil Vicente"
2773,"Rev. A. B. Simpson"
2774,"Zhu Zi"
2775,"Ruth Putnam"
2776,"Charles Edward Stowe"
2777,"Gesine Lemcke"
2778,"Walter de la Mare"
2779,"Frank Pinkerton"
2780,"Rafael Sabatini"
2781,"George Adam Smith"
2782,"Fu Kong"
2783,"Jean-L�onor de Grimarest"
2784,"James Hendryx"
2785,"Joan Conquest"
2786,"Honor� de Balzac"
2787,"Robert Charles Hope"
2788,"John Drinkwater"
2789,"Johann Peter Hebel"
2790,"Henry Hawkins Brampton"
2791,"Josef Linck"
2792,"Francis Augustus MacNutt"
2793,"Emily Dickinson"
2794,"Moliere"
2795,"John Adams"
2796,"Aulus Gellius"
2797,"Carl Wilhelm Scheele"
2798,"Eric Fisher Wood"
2799,"Sherwin Cody"
2800,"Sarah S. Mower"
2801,"H. Th. Chappuis"
2802,"Eino Kaila"
2803,"Nikolai Vasilievich Gogol"
2804,"Charles Duke Yonge"
2805,"G. Manville Fenn"
2806,"A. F. Winnington Ingram"
2807,"Tobias Smollett"
2808,"Pedro Velasquez"
2809,"Hector Berlioz"
2810,"Rice S. Eubank"
2811,"P. G. Wodehouse and C. H. Bovill"
2812,"Sarah Tytler"
2813,"John Mason Tyler"
2814,"Richard Bartholdt and A. Christen"
2815,"Nancy Huston Banks"
2816,"William McFee"
2817,"R. C. Noll"
2818,"Margaret E. Sangster"
2819,"Dane Coolidge"
2820,"David G. McMillan"
2821,"Alexander Lipsch�tz"
2822,"Swami Panchadasi"
2823,"Alexander Hume"
2824,"Sara Jeanette Duncan"
2825,"George Thompson"
2826,"Clarisse Bader"
2827,"Hartzenbusch, Juan Eugenio"
2828,"John G. Nicolay"
2829,"H. A. Guerber"
2830,"Johnny Gruelle"
2831,"Joseph Everidge Kelleam"
2832,"Thomas W. Hanshew"
2833,"Emile Faguet"
2834,"Thomas Chandler Haliburton"
2835,"Harriet Annie Wilkins"
2836,"Joaquim Ruyra"
2837,"Edwin E. Slosson"
2838,"Dhan Gopal Mukerji"
2839,"John H. Haaren, LL.D. and A. B. Poland, Ph.D."
2840,"Robert Forsyth Scott"
2841,"Robert Service"
2842,"Byron A. Dunn"
2843,"Rietrik Pol�n"
2844,"Karl May"
2845,"James McKimmey"
2846,"Marian Keith"
2847,"John Denham Parsons"
2848,"Society for Christian Work of the First Unitarian Church, San"
2849,"Elizabeth Stoddard"
2850,"Max Farrand"
2851,"Comte de Mirabeau"
2852,"Clara Louise Burnham"
2853,"Adam Chase"
2854,"Paolo Bettoni"
2855,"F. Max M�ller"
2856,"Lady I. A. Gregory"
2857,"Juanita Helm Floyd"
2858,"Valter Juvelius"
2859,"Elizabeth Lewis and George MacDonald"
2860,"Moliere [Pseudonym of Jean-Baptiste Poquelin]"
2861,"Jessie Margaret Edmondston Saxby"
2862,"J. Munro"
2863,"Jos� R. Francia"
2864,"Jos� Mar�a de Pereda"
2865,"Joseph Pope"
2866,"Constantin Francois Chasseboeuf Boisgirais Volney"
2867,"Daniel Jerome Macgowan"
2868,"Rene Doumic"
2869,"Cosmos Mindeleff"
2870,"Mrs W.B. Meloney"
2871,"F. F. Brummer"
2872,"Friedrich Max  M�ller"
2873,"Henry Sheahan"
2874,"James J. Walsh"
2875,"Amy Catherine Walton"
2876,"Louisa Stuart Costello"
2877,"Alpheus H. Snow"
2878,"George Tyler Northup"
2879,"Blanchard Jerrold"
2880,"George Collingridge"
2881,"Anna (Bonus) Kingsford"
2882,"Josep Roig i Ravent�s"
2883,"Pedro Calderon de la Barca"
2884,"E. Nesbit"
2885,"Walter R. Cassels"
2886,"M. Luckiesh"
2887,"Elbridge Streeter Brooks"
2888,"Apolinario Mabini"
2889,"Paul Allardyce"
2890,"Earle Ashley Walcott"
2891,"Ernest Thompson Seton"
2892,"Joseph Fouch�"
2893,"Sterner St. Paul Meek"
2894,"Bernardin de Saint-Pierre"
2895,"William Blake"
2896,"Johann Karl August Mus�us"
2897,"Hobart Pasha"
2898,"E. A. Gillie"
2899,"Am�d�e Achard"
2900,"Douglass Sherley"
2901,"Henry Reed Stiles"
2902,"Wilfred Thomason Grenfell"
2903,"Retold by Mary Catherine Judd"
2904,"Plautus Titus Maccius"
2905,"Joost van den Vondel"
2906,"Mrs. Molesworth"
2907,"Federico De Roberto"
2908,"Edward Hooker Dewey"
2909,"Lionel D.  Barnett"
2910,"Various Authors"
2911,"W. Douglas Newton"
2912,"Vingie E. Roe"
2913,"Archibald Lee Fletcher"
2914,"John Buchan"
2915,"Stephen Coleridge"
2916,"Samuel Taylor Coleridge"
2917,"Sabine Baring-Gould"
2918,"Sarah French"
2919,"[Titus Lucretius Carus] Lucretius"
2920,"Richard Falckenberg"
2921,"Edwin L. Sabin"
2922,"Albert Hernhunter"
2923,"Bramwell Booth"
2924,"Emilia Pardo Baz�n"
2925,"Gustav Kobb�"
2926,"Henry Harford"
2927,"Charles Inman Barnard"
2928,"Yoritomo-Tashi"
2929,"Selected by Frederic Knowles"
2930,"Ch. Dugas"
2931,"G. Bosch"
2932,"Gerald Vance"
2933,"Charles Francis Stocking"
2934,"John William Henry Eyre"
2935,"Algirdas Jonas Budrys (AKA John A. Sentry)"
2936,"Leon H. Vincent"
2937,"Hamilton Wright Mabie"
2938,"Cotton Noe"
2939,"Katharine Elizabeth Dopp"
2940,"G. Maspero"
2941,"Sir Arthur Conan Doyle"
2942,"Five colors stone"
2943,"Timothy Flint"
2944,"A.E. Marty"
2945,"United States Air Force"
2946,"William Hunt"
2947,"Charles Pierson"
2948,"United States Rubber Company"
2949,"Xi Deng"
2950,"Giuseppe Mazzini"
2951,"David Livingstone"
2952,"Ernest  Mercier"
2953,"Edward J. O'Brien and John Cournos, editors"
2954,"Allan Fea"
2955,"Grace Greenwood"
2956,"Otto zur Linde"
2957,"Coleridge"
2958,"Jos� Hern�ndez"
2959,"Harriette Brower"
2960,"Thomas Kelly Cheyne"
2961,"Henry David Thoreau"
2962,"Clara Morris"
2963,"Antonio Rebou�as"
2964,"Albert Venn Dicey"
2965,"H. Bertens"
2966,"Robert Burns"
2967,"George Saintsbury"
2968,"J.E. Quibell"
2969,"Giacomo Leopardi"
2970,"Alexander Smith"
2971,"Jane Marcet"
2972,"Charles Hanson Towne"
2973,"Anthony Benezet"
2974,"Sven Anders Hedin"
2975,"Ars�ne Bessette"
2976,"H. Barber"
2977,"F. J. Agassis"
2978,"Augusta Groner"
2979,"James Barron Hope"
2980,"J. M. Synge"
2981,"William Priest"
2982,"Herbert Baird Stimpson"
2983,"Emma Look Scott"
2984,"William Dampier"
2985,"R.A. Van Middeldyk"
2986,"Conrad Ferdinand Meyer"
2987,"Maurus Jókai"
2988,"M. Barrillon"
2989,"Ruy de Pina"
2990,"Baron John Emerich Edward Dalberg Acton"
2991,"J. K. Huysmans"
2992,"A(lberta) von Brochow"
2993,"Ludovic Lazarus Zamenhof"
2994,"Orin Fowler"
2995,"George Biddell Airy"
2996,"Wei Liao"
2997,"H. De Vere Stacpoole"
2998,"Nellie M. Leonard"
2999,"Ned Buntline"
3000,"Nellie L. McClung"
3001,"W.H.G. Kingston and Henry Frith"
3002,"Jos� Mar�a Samper"
3003,"Robert Louis Stevenson and Lloyd Osbourne"
3004,"Thomas Troward"
3005,"Valmiky"
3006,"George O'Brien"
3007,"Nellie McClung"
3008,"Philipp Witkop, Paul Bekker, Max Scheler, Arnold Sommerfeld, and"
3009,"Francois Rabelais"
3010,"Martha Summerhayes"
3011,"Jennie Lansley Wilson"
3012,"Lady Gregory"
3013,"R. L. Alsaker"
3014,"Hannibal Gamon"
3015,"Camille Mauclair"
3016,"Somerset Maugham"
3017,"Pascual H. Poblete"
3018,"Nizam-ud-din-Ahmad, (Nawab Nizamat Jung Bahadur)"
3019,"Tao Zor"
3020,"J. M. Bacon"
3021,"Bryce Walton"
3022,"McLoughlin Bros."
3023,"M. I. Mayfield"
3024,"Mrs. F.L. Gillette"
3025,"Frederic Courtland Penfield"
3026,"Andrew Jackson"
3027,"John Earle"
3028,"Day Kellogg Lee"
3029,"Stendhal"
3030,"Louise Muhlbach"
3031,"Robert Lee Berry"
3032,"Michael Earls"
3033,"Will Levington Comfort and Zamin Ki Dost"
3034,"Xun Lu"
3035,"Edward Sylvester Ellis"
3036,"B. F. Godenhjelm"
3037,"Johann Christoph Friedrich von Schiller"
3038,"Hattie E. Macomber"
3039,"Isabelo de los Reyes"
3040,"Bruce Fink and Leafy J. Corrington"
3041,"William J. Claxton"
3042,"Annie Fellows-Johnston and Albion Fellows Bacon"
3043,"Lucas Malet"
3044,"Cutcliffe Hyne"
3045,"Wilhelm Busch"
3046,"George Whale"
3047,"Benjamin Homer Hall"
3048,"R. J. Campbell"
3049,"St. George Rathborne"
3050,"Nellie Van de Grift Sanchez"
3051,"Anne Austin"
3052,"Astolphe de Custine"
3053,"Benjamin Franklin"
3054,"Lida M. Williams"
3055,"Henry Osmond Lock"
3056,"Alva Agee"
3057,"Sheridan"
3058,"Brillat Savarin"
3059,"Jean-Jacques Rousseau"
3060,"Jos� Agostinho"
3061,"Luo Shen"
3062,"Arthur Gleason"
3063,"T. De Witt Talmage"
3064,"Samuel W. Francis"
3065,"Herbert Allen Giles"
3066,"Percival Leigh"
3067,"T.S. Arthur"
3068,"Arthur Ransome"
3069,"Marcel Prevost"
3070,"Manuel de Oliveira Lima"
3071,"Richard Wagner (translated by Edward Dannreuther)"
3072,"Robert A. Sterndale"
3073,"Marie Robinson Wright"
3074,"Lieut.-Col. B. Granville Baker"
3075,"Herbert Spencer, Henry Fawcett, Frederic Harrison and Other"
3076,"S. M. Edwardes, C.V.O."
3077,"W. Clark Russell"
3078,"Josephine A. Jackson and Helen M. Salisbury"
3079,"Ralph Barton Perry"
3080,"Alice Cherbonelle (aka Jean de la Brète)"
3081,"James Nelson Barker"
3082,"M. T. W."
3083,"Greenville Kleiser"
3084,"Jean Mace"
3085,"The Rev. Alfred J. Church"
3086,"Ray Cummings"
3087,"J. Dodd Jackson"
3088,"William George Hooper"
3089,"Sir John Barrow"
3090,"John Roby"
3091,"Elisabeth G. Stryker"
3092,"Arthur Owens Cooke"
3093,"Edmund Spenser"
3094,"Hector Bernier"
3095,"T.S. Eliot"
3096,"Hartley Withers"
3097,"James Mott  Hallowell"
3098,"Virginia Brooks"
3099,"John Charles Dent"
3100,"Annie Roe Carr"
3101,"Edwin K. Sloat"
3102,"Jack G. Huekels"
3103,"Francis Younghusband"
3104,"Charles-M. Flor O'Squarr"
3105,"Richard Henry Dana"
3106,"J.G. Kohl"
3107,"Miss Coulton"
3108,"Ignotus"
3109,"William C. Kingsley"
3110,"Mark E. Laxer"
3111,"Gottfried Keller"
3112,"Chang Liu"
3113,"Antoine François Prévost d'Exiles"
3114,"John D. Baldwin"
3115,"Percival Lowell"
3116,"Barry Pain"
3117,"Edmund Lester Pearson"
3118,"Alexandre Vinet"
3119,"Edward Lear"
3120,"Tung Wang"
3121,"F. F. Arbuthnot"
3122,"M. F. (Milburg Francisco) Mansfield"
3123,"Walter Savage Landor"
3124,"E.Phillips Oppenheim"
3125,"Francis Clement Kelley"
3126,"Lord Acton"
3127,"Henry H. Vail"
3128,"Charles L. Goodrich"
3129,"Giorgio Vasari"
3130,"Madame du Hausset, an ""Unknown English Girl"" and the Princess Lamballe"
3131,"W. F. Butler"
3132,"Fanny Trollope"
3133,"Edward Conybeare"
3134,"Collected and Arranged by Francis J. Reynolds"
3135,"Samuel McChord Crothers"
3136,"T. S. Ackland"
3137,"Francis Galton and Edgar Schuster"
3138,"Jean Pierre Camus"
3139,"M. Louise Greene, Ph. D."
3140,"Walt Whitman"
3141,"Augusta de Wit"
3142,"F. Hamilton Jackson"
3143,"James M. Trotter"
3144,"Manuel Joaquim Pinheiro Chagas"
3145,"Adolf Friedrich von Schack"
3146,"James Blyth"
3147,"Larry M. Harris"
3148,"Prince De Joinville"
3149,"Marian Gouverneur"
3150,"George Davidson"
3151,"Sir Harry Johnston"
3152,"Maud Lindsay"
3153,"Fei Han"
3154,"A. T. Mahan"
3155,"Marie E. Zakrzewska"
3156,"Scian Dubh"
3157,"various"
3158,"Ethel May Dell"
3159,"Arthur D. Innes"
3160,"William H. G. Kingston"
3161,"Ellen Karolina Sofia Key"
3162,"William Beckford"
3163,"George H. Heffner"
3164,"J. A. MacCulloch"
3165,"Francis B. Pearson"
3166,"George W. Foote"
3167,"Hulbert Footner"
3168,"Laura Young Pinney"
3169,"A. E. Brehm"
3170,"Thomas Charles Bridges"
3171,"Jean Henri Fabre"
3172,"John Bunyan"
3173,"Fyodor Dostoevsky"
3174,"Grover Cleveland"
3175,"John Reed"
3176,"Evelyn E. Smith"
3177,"Louis Guibert"
3178,"Bai Juyi"
3179,"George Parsons Lathrop"
3180,"Ivan Sergeevich Turgenev"
3181,"William Playfair"
3182,"John-Stuart Mill"
3183,"Edwin Dingle"
3184,"Kathleen Burke"
3185,"T. Catius Silius Italicus"
3186,"Mary Baker  Eddy"
3187,"Richard Middleton"
3188,"Charles Reginald Enock"
3189,"William Heyliger"
3190,"J. Cuthbert Hadden"
3191,"E. Raymond Hall"
3192,"American Expeditionary Forces"
3193,"Wo-Yao Wu"
3194,"Louis Hughes"
3195,"The Seybert Commission"
3196,"W.D. Fellowes"
3197,"William Howe"
3198,"Mrs. (Margaret) Oliphant"
3199,"Pappity Stampoy"
3200,"Lytton Strachey"
3201,"Juan de Bet�nzos"
3202,"Francis Beaumont"
3203,"Ichabod S. Spencer"
3204,"Edited by Dr. Lyman Abbott, Asa Don Dickenson, and Others"
3205,"Dan Smoot"
3206,"Charles Asbury Stephens"
3207,"Daniel Jackson, Jr."
3208,"Xariffa"
3209,"Dorothy Canfield"
3210,"Andreas Gottlieb Hoffmann (Translator / Editor)"
3211,"Jack Steele"
3212,"Ren� Descartes"
3213,"Gouverneur Morris"
3214,"Joseph C. Lincoln"
3215,"Archibald Alison"
3216,"C.H. Becker"
3217,"Dao Ren Nan Yue"
3218,"John Bartlett"
3219,"Auguste Helie"
3220,"R. R. Fehrenbach"
3221,"Josep Maria Sagarra"
3222,"Franklin Escher"
3223,"George M�ller"
3224,"Charles d'Orl�ans"
3225,"Elia Wilkinson Peattie"
3226,"James Lane Allen"
3227,"Otto Hermann Kahn"
3228,"Vitruvius"
3229,"Giambattista Bazzoni"
3230,"Julia Seton, M.D."
3231,"Gen-zi Wu"
3232,"Bertram Coghill Alan Windle"
3233,"Vera"
3234,"Thomas Hope Floyd"
3235,"John Quincy Adams"
3236,"George P. Upton"
3237,"Jane L. Hoxie"
3238,"E. T. A. Hoffmann"
3239,"Henry Clay"
3240,"Eugene P. (Eugene Percy) Lyle"
3241,"Howard Payson"
3242,"Joseph Crosby Lincoln"
3243,"Richard Barnum"
3244,"Arnold Marmor"
3245,"Unknown Author"
3246,"Bertha Runkle"
3247,"Charles M. Horton"
3248,"Henry Festing Jones"
3249,"H.D. Traill"
3250,"George A. Aitken"
3251,"L�on Heuzey (1831-1922)"
3252,"Evelyn Underhill"
3253,"William Stebbing"
3254,"Stephen  Langdon"
3255,"Ronald Reagan"
3256,"A. K. Browne"
3257,"Royal Dixon"
3258,"Thomas Watkins"
3259,"Max Muller"
3260,"I. E. M."
3261,"S. Kalff"
3262,"Janet D. Wheeler"
3263,"Sara Ware Bassett"
3264,"Charles Thomas Cruttwell"
3265,"Henry A. Beers"
3266,"William Somerset Maugham"
3267,"Patrick Bronte"
3268,"New York Evening Journal"
3269,"Arthur Gleason and Helen Hayes Gleason"
3270,"Max Pemberton"
3271,"Buckingham Smith"
3272,"Frederick W. Robertson"
3273,"S. A. Reilly"
3274,"Elizabeth Stuart Phelps Ward and Herbert D. Ward"
3275,"Albert Taylor Bledsoe"
3276,"Williams, Valentine"
3277,"Li Yu Kou"
3278,"Bronson Howard"
3279,"George A. Lawrence"
3280,"Doane Robinson"
3281,"Richard Duckworth and Fabian Stedman"
3282,"Eugene Stock"
3283,"H. Goudemetz"
3284,"Nadar"
3285,"Alexandre Dumas (Pere)"
3286,"Babcock & Wilcox Co."
3287,"Fritz Reuter Leiber"
3288,"Constance Fenimore Woolson"
3289,"Horatio Alger Jr."
3290,"Charlotte Campbell Bury"
3291,"Charles M. Snyder"
3292,"Peter Abelard"
3293,"Lucian of Samosata"
3294,"D. M. Moir"
3295,"Allen Kelly"
3296,"Thomas John Capel"
3297,"Lorne W. Barclay"
3298,"Richard Darlington"
3299,"Samuel Kirkham"
3300,"Fortuné Du Boisgobey"
3301,"Anna Alice Chapin"
3302,"Aristotle"
3303,"W. J. McGee"
3304,"George Ainslie Hight"
3305,"D. Starke"
3306,"Levi Leonard Conant"
3307,"Pierre Louys"
3308,"J.-H. Rosny"
3309,"F. J. Snell"
3310,"J. D. Hooker"
3311,"Ellen Robena Field"
3312,"Richard C Trench"
3313,"Anna Catherine Emmerich"
3314,"Edmund Luce"
3315,"E. Gordon Browne"
3316,"M. G. Kains"
3317,"Gustave Flaubert"
3318,"Harry Snyder"
3319,"F. J. Cross"
3320,"James Aitken Wylie"
3321,"Bernard H. Becker"
3322,"Edward Morris"
3323,"Ren� Desgenettes"
3324,"Georg-G�nther von Forstner"
3325,"W. R. Roe"
3326,"Philip K. Dick"
3327,"Horatio Alger, Jr"
3328,"Isidore Ducasse"
3329,"William Wright"
3330,"J. R. Miller"
3331,"John Knox"
3332,"Marcel Pr�vost"
3333,"L.  Roserot de Melin"
3334,"Olaf Hom�n"
3335,"Edith B. Lowry"
3336,"Theocritus"
3337,"Charles Alexander Cameron"
3338,"Will Carleton"
3339,"Alain-Fournier"
3340,"Emile Erckmann and Alexandre Chatrian"
3341,"Marja Salmela"
3342,"Victor Tissot"
3343,"C. N. Williamson & A. M. Williamson"
3344,"Lewis Sperry Chafer"
3345,"David A. Wells"
3346,"Henry MacMahon"
3347,"J. Wilson Hyde"
3348,"Helen Rowland"
3349,"James Parkinson"
3350,"Kristofer Janson"
3351,"Tianhua Zang Zhuren"
3352,"Annie S. Swan"
3353,"Marshall Saunders"
3354,"F. Franson"
3355,"Alan Alexander Milne"
3356,"Cory Doctorow"
3357,"Pierre Corneille"
3358,"William Delisle Hay"
3359,"William W. Stuart"
3360,"H. K. Shackleford"
3361,"Ezra Pound"
3362,"James Y. Simpson"
3363,"George Gilfillan"
3364,"Edward Osler"
3365,"Henny Kindermann"
3366,"Eugenie Foa"
3367,"Alice Ames Winter"
3368,"Alfred Ainger"
3369,"William Larrabee"
3370,"Alexander Hislop"
3371,"Arthur Jerome Eddy"
3372,"Oliver Remey"
3373,"James Stalker"
3374,"Edwin Herbert Gomes"
3375,"Giovanni Virginio Schiaparelli"
3376,"Pierre  Lou�s"
3377,"Julian S. Corbett"
3378,"Clifford Whittingham Beers"
3379,"Ludwig Bechstein"
3380,"Enrico Caruso and Luisa Tetrazzini"
3381,"D. H. Lawrence"
3382,"Da Mu Xiong"
3383,"Daniel Stern"
3384,"Franz Xaver Niemetschek"
3385,"Le Sage"
3386,"Alice Freeman Palmer"
3387,"Thomas Forester"
3388,"William O. Stoddard"
3389,"Murat Halstead"
3390,"John Beatty"
3391,"Charles de Montblanc"
3392,"Jerome Bixby"
3393,"Ontario Ministry of Education"
3394,"C. Bryson Taylor"
3395,"Alpha of the Plough (Alfred George Gardiner)"
3396,"Gordon Bates"
3397,"Osmond Tiffany"
3398,"Emile Deschanel"
3399,"Dinah Craik (aka: Miss Mulock)"
3400,"Cale Young Rice"
3401,"E. C. Gregg"
3402,"Owen Johnson"
3403,"(Attributed To) King Shudraka"
3404,"Universal House of Justice"
3405,"Hugo Ball"
3406,"F. Adolfo Coelho"
3407,"Gu Ban"
3408,"John Mark"
3409,"Lady Damaris Masham"
3410,"J. Allen Smith"
3411,"J�lio Dinis"
3412,"Mabel Quiller-Couch"
3413,"George Oliver Smith"
3414,"L. Frank Baum (AKA Edith Van Dyne)"
3415,"Mary F. Leonard"
3416,"Clara Barton"
3417,"S. Baring-Gould"
3418,"Bertha Muzzy Bower"
3419,"Rev. W. Lucas Collins"
3420,"Laurent-Olivier David"
3421,"Stephen A. Kallis"
3422,"Mary Finley Leonard"
3423,"Emily Post"
3424,"Vicente Blasco Iba�ez"
3425,"Nelly Montijn-De Fouw"
3426,"Mary E. Bamford"
3427,"Juan Ruiz de Alarc�n"
3428,"J.T. Headley"
3429,"Ralph Bonehill"
3430,"A. Cominelli"
3431,"Henry Alleyne Nicholson"
3432,"Thomas Erskine Holland"
3433,"Nasreddin Hoca"
3434,"Felix Timmermans"
3435,"Lord Dunsany [Edward J. M. D. Plunkett]"
3436,"Frank Harris"
3437,"Lawrence Perry"
3438,"C. LeRoy Baldridge"
3439,"H. E. Bird"
3440,"William H. Prescott"
3441,"M.A. Glen"
3442,"Charles Babbage"
3443,"Mrs. L. T. Meade"
3444,"Immanuel Kant"
3445,"L. Onerva"
3446,"William Makepeace Thackeray"
3447,"M.E. Francis (Mrs. Francis Blundell)"
3448,"Howard Pyle"
3449,"Antonio Negri"
3450,"Fialho d'Almeida"
3451,"Evelyn Raymond"
3452,"Randall Garrett"
3453,"William Howard Taft"
3454,"Jing Zi Wu"
3455,"Richard C. Fox"
3456,"John Moncure Wetterau"
3457,"Charles Dack"
3458,"Edward A. Rand"
3459,"A. S. M. Hutchinson"
3460,"Bascom Jones"
3461,"Karle Wilson Baker"
3462,"Translated by P. W. Jacob"
3463,"Evald Ferdinand Jahnsson"
3464,"Harry Kemp"
3465,"Joseph Rodman Drake"
3466,"Ameen Rihani"
3467,"Acurcio Correia da Silva"
